Id,St,T,Site,Client,Geom1,Geom2,N_Impact,Cote,Lieu,Utilise analyse,Profondeur,X,Y,,,,,,,,,,
KNS_KONIAMBO_11_2013_KNS31_Q01,KNS31,Q01,KONIAMBO,KNS,Récif barrière interne,RBI,Impact,Ouest,Koné,Oui,,467751,7665230,,,,,,,,,,
KNS_KONIAMBO_11_2013_KNS31_Q02,KNS31,Q02,KONIAMBO,KNS,Récif barrière interne,RBI,Impact,Ouest,Koné,Oui,,467751,7665230,,,,,,,,,,
KNS_KONIAMBO_11_2013_KNS31_Q03,KNS31,Q03,KONIAMBO,KNS,Récif barrière interne,RBI,Impact,Ouest,Koné,Oui,,467751,7665230,,,,,,,,,,
KNS_KONIAMBO_11_2013_KNS31_Q04,KNS31,Q04,KONIAMBO,KNS,Récif barrière interne,RBI,Impact,Ouest,Koné,Oui,,467751,7665230,,,,,,,,,,
KNS_KONIAMBO_11_2013_KNS31_Q05,KNS31,Q05,KONIAMBO,KNS,Récif barrière interne,RBI,Impact,Ouest,Koné,Oui,,467751,7665230,,,,,,,,,,
KNS_KONIAMBO_11_2013_LG1B_Q01,LG1B,Q01,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,463779,7679392,,,,,,,,,,
KNS_KONIAMBO_11_2013_LG1B_Q02,LG1B,Q02,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,463779,7679392,,,,,,,,,,
KNS_KONIAMBO_11_2013_LG1B_Q03,LG1B,Q03,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,463779,7679392,,,,,,,,,,
KNS_KONIAMBO_11_2013_LG1B_Q04,LG1B,Q04,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,463779,7679392,,,,,,,,,,
KNS_KONIAMBO_11_2013_LG1B_Q05,LG1B,Q05,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,463779,7679392,,,,,,,,,,
KNS_KONIAMBO_11_2013_LG2B_Q01,LG2B,Q01,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,462660,7680052,,,,,,,,,,
KNS_KONIAMBO_11_2013_LG2B_Q02,LG2B,Q02,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,462660,7680052,,,,,,,,,,
KNS_KONIAMBO_11_2013_LG2B_Q03,LG2B,Q03,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,462660,7680052,,,,,,,,,,
KNS_KONIAMBO_11_2013_LG2B_Q04,LG2B,Q04,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,462660,7680052,,,,,,,,,,
KNS_KONIAMBO_11_2013_LG2B_Q05,LG2B,Q05,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,462660,7680052,,,,,,,,,,
KNS_KONIAMBO_11_2013_LG6B_Q01,LG6B,Q01,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,461899,7678862,,,,,,,,,,
KNS_KONIAMBO_11_2013_LG6B_Q02,LG6B,Q02,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,461899,7678862,,,,,,,,,,
KNS_KONIAMBO_11_2013_LG6B_Q03,LG6B,Q03,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,461899,7678862,,,,,,,,,,
KNS_KONIAMBO_11_2013_LG6B_Q04,LG6B,Q04,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,461899,7678862,,,,,,,,,,
KNS_KONIAMBO_11_2013_LG6B_Q05,LG6B,Q05,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,461899,7678862,,,,,,,,,,
KNS_KONIAMBO_11_2013_LR1_Q01,LR1,Q01,KONIAMBO,KNS,Récif réticulé,RR,Référence,Ouest,Goyeta,Oui,,482864,7651995,,,,,,,,,,
KNS_KONIAMBO_11_2013_LR1_Q02,LR1,Q02,KONIAMBO,KNS,Récif réticulé,RR,Référence,Ouest,Goyeta,Oui,,482864,7651995,,,,,,,,,,
KNS_KONIAMBO_11_2013_LR1_Q03,LR1,Q03,KONIAMBO,KNS,Récif réticulé,RR,Référence,Ouest,Goyeta,Oui,,482864,7651995,,,,,,,,,,
KNS_KONIAMBO_11_2013_LR1_Q04,LR1,Q04,KONIAMBO,KNS,Récif réticulé,RR,Référence,Ouest,Goyeta,Oui,,482864,7651995,,,,,,,,,,
KNS_KONIAMBO_11_2013_LR1_Q05,LR1,Q05,KONIAMBO,KNS,Récif réticulé,RR,Référence,Ouest,Goyeta,Oui,,482864,7651995,,,,,,,,,,
KNS_KONIAMBO_11_2013_LR2_Q01,LR2,Q01,KONIAMBO,KNS,Récif réticulé,RR,Référence,Ouest,Goyeta,Oui,,485388,7649713,,,,,,,,,,
KNS_KONIAMBO_11_2013_LR2_Q02,LR2,Q02,KONIAMBO,KNS,Récif réticulé,RR,Référence,Ouest,Goyeta,Oui,,485388,7649713,,,,,,,,,,
KNS_KONIAMBO_11_2013_LR2_Q03,LR2,Q03,KONIAMBO,KNS,Récif réticulé,RR,Référence,Ouest,Goyeta,Oui,,485388,7649713,,,,,,,,,,
KNS_KONIAMBO_11_2013_LR2_Q04,LR2,Q04,KONIAMBO,KNS,Récif réticulé,RR,Référence,Ouest,Goyeta,Oui,,485388,7649713,,,,,,,,,,
KNS_KONIAMBO_11_2013_LR2_Q05,LR2,Q05,KONIAMBO,KNS,Récif réticulé,RR,Référence,Ouest,Goyeta,Oui,,485388,7649713,,,,,,,,,,
KNS_KONIAMBO_11_2013_LR3_Q01,LR3,Q01,KONIAMBO,KNS,Récif réticulé,RR,Référence,Ouest,Goyeta,Oui,,487193,7648393,,,,,,,,,,
KNS_KONIAMBO_11_2013_LR3_Q02,LR3,Q02,KONIAMBO,KNS,Récif réticulé,RR,Référence,Ouest,Goyeta,Oui,,487193,7648393,,,,,,,,,,
KNS_KONIAMBO_11_2013_LR3_Q03,LR3,Q03,KONIAMBO,KNS,Récif réticulé,RR,Référence,Ouest,Goyeta,Oui,,487193,7648393,,,,,,,,,,
KNS_KONIAMBO_11_2013_LR3_Q04,LR3,Q04,KONIAMBO,KNS,Récif réticulé,RR,Référence,Ouest,Goyeta,Oui,,487193,7648393,,,,,,,,,,
KNS_KONIAMBO_11_2013_LR3_Q05,LR3,Q05,KONIAMBO,KNS,Récif réticulé,RR,Référence,Ouest,Goyeta,Oui,,487193,7648393,,,,,,,,,,
KNS_KONIAMBO_11_2013_OF2C_Q01,OF2C,Q01,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,458948,7675773,,,,,,,,,,
KNS_KONIAMBO_11_2013_OF2C_Q02,OF2C,Q02,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,458948,7675773,,,,,,,,,,
KNS_KONIAMBO_11_2013_OF2C_Q03,OF2C,Q03,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,458948,7675773,,,,,,,,,,
KNS_KONIAMBO_11_2013_OF2C_Q04,OF2C,Q04,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,458948,7675773,,,,,,,,,,
KNS_KONIAMBO_11_2013_OF2C_Q05,OF2C,Q05,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,458948,7675773,,,,,,,,,,
KNS_KONIAMBO_11_2013_OF4C_Q01,OF4C,Q01,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,456662,7677565,,,,,,,,,,
KNS_KONIAMBO_11_2013_OF4C_Q02,OF4C,Q02,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,456662,7677565,,,,,,,,,,
KNS_KONIAMBO_11_2013_OF4C_Q03,OF4C,Q03,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,456662,7677565,,,,,,,,,,
KNS_KONIAMBO_11_2013_OF4C_Q04,OF4C,Q04,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,456662,7677565,,,,,,,,,,
KNS_KONIAMBO_11_2013_OF4C_Q05,OF4C,Q05,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Oui,,456662,7677565,,,,,,,,,,
KNS_KONIAMBO_11_2013_PD4B_Q01,PD4B,Q01,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459631,7678875,,,,,,,,,,
KNS_KONIAMBO_11_2013_PD4B_Q02,PD4B,Q02,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459631,7678875,,,,,,,,,,
KNS_KONIAMBO_11_2013_PD4B_Q03,PD4B,Q03,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459631,7678875,,,,,,,,,,
KNS_KONIAMBO_11_2013_PD4B_Q04,PD4B,Q04,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459631,7678875,,,,,,,,,,
KNS_KONIAMBO_11_2013_PD4B_Q05,PD4B,Q05,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459631,7678875,,,,,,,,,,
KNS_KONIAMBO_11_2013_PD5B_Q01,PD5B,Q01,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459879,7678092,,,,,,,,,,
KNS_KONIAMBO_11_2013_PD5B_Q02,PD5B,Q02,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459879,7678092,,,,,,,,,,
KNS_KONIAMBO_11_2013_PD5B_Q03,PD5B,Q03,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459879,7678092,,,,,,,,,,
KNS_KONIAMBO_11_2013_PD5B_Q04,PD5B,Q04,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459879,7678092,,,,,,,,,,
KNS_KONIAMBO_11_2013_PD5B_Q05,PD5B,Q05,KONIAMBO,KNS,Passe,P,Impact,Ouest,Voh,Oui,,459879,7678092,,,,,,,,,,
KNS_KONIAMBO_11_2013_PI2_Q01,PI2,Q01,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,476041,7668372,,,,,,,,,,
KNS_KONIAMBO_11_2013_PI2_Q02,PI2,Q02,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,476041,7668372,,,,,,,,,,
KNS_KONIAMBO_11_2013_PI2_Q03,PI2,Q03,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,476041,7668372,,,,,,,,,,
KNS_KONIAMBO_11_2013_PI2_Q04,PI2,Q04,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,476041,7668372,,,,,,,,,,
KNS_KONIAMBO_11_2013_PI2_Q05,PI2,Q05,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,476041,7668372,,,,,,,,,,
KNS_KONIAMBO_11_2013_PK4_Q01,PK4,Q01,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469749,7663961,,,,,,,,,,
KNS_KONIAMBO_11_2013_PK4_Q02,PK4,Q02,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469749,7663961,,,,,,,,,,
KNS_KONIAMBO_11_2013_PK4_Q03,PK4,Q03,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469749,7663961,,,,,,,,,,
KNS_KONIAMBO_11_2013_PK4_Q04,PK4,Q04,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469749,7663961,,,,,,,,,,
KNS_KONIAMBO_11_2013_PK4_Q05,PK4,Q05,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469749,7663961,,,,,,,,,,
KNS_KONIAMBO_11_2013_PK5_Q01,PK5,Q01,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469429,7663647,,,,,,,,,,
KNS_KONIAMBO_11_2013_PK5_Q02,PK5,Q02,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469429,7663647,,,,,,,,,,
KNS_KONIAMBO_11_2013_PK5_Q03,PK5,Q03,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469429,7663647,,,,,,,,,,
KNS_KONIAMBO_11_2013_PK5_Q04,PK5,Q04,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469429,7663647,,,,,,,,,,
KNS_KONIAMBO_11_2013_PK5_Q05,PK5,Q05,KONIAMBO,KNS,Passe,P,Impact,Ouest,Koné,Oui,,469429,7663647,,,,,,,,,,
KNS_KONIAMBO_11_2013_PO1_Q01,PO1,Q01,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,459717,7684949,,,,,,,,,,
KNS_KONIAMBO_11_2013_PO1_Q02,PO1,Q02,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,459717,7684949,,,,,,,,,,
KNS_KONIAMBO_11_2013_PO1_Q03,PO1,Q03,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,459717,7684949,,,,,,,,,,
KNS_KONIAMBO_11_2013_PO1_Q04,PO1,Q04,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,459717,7684949,,,,,,,,,,
KNS_KONIAMBO_11_2013_PO1_Q05,PO1,Q05,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,459717,7684949,,,,,,,,,,
KNS_KONIAMBO_11_2013_PROC4_Q01,PROC4,Q01,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,474302,7668473,,,,,,,,,,
KNS_KONIAMBO_11_2013_PROC4_Q02,PROC4,Q02,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,474302,7668473,,,,,,,,,,
KNS_KONIAMBO_11_2013_PROC4_Q03,PROC4,Q03,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,474302,7668473,,,,,,,,,,
KNS_KONIAMBO_11_2013_PROC4_Q04,PROC4,Q04,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,474302,7668473,,,,,,,,,,
KNS_KONIAMBO_11_2013_PROC4_Q05,PROC4,Q05,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,474302,7668473,,,,,,,,,,
KNS_KONIAMBO_11_2013_PV3B_Q01,PV3B,Q01,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,463770,7677127,,,,,,,,,,
KNS_KONIAMBO_11_2013_PV3B_Q02,PV3B,Q02,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,463770,7677127,,,,,,,,,,
KNS_KONIAMBO_11_2013_PV3B_Q03,PV3B,Q03,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,463770,7677127,,,,,,,,,,
KNS_KONIAMBO_11_2013_PV3B_Q04,PV3B,Q04,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,463770,7677127,,,,,,,,,,
KNS_KONIAMBO_11_2013_PV3B_Q05,PV3B,Q05,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,463770,7677127,,,,,,,,,,
KNS_KONIAMBO_11_2013_SOP1_Q01,SOP1,Q01,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,479318,7666200,,,,,,,,,,
KNS_KONIAMBO_11_2013_SOP1_Q02,SOP1,Q02,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,479318,7666200,,,,,,,,,,
KNS_KONIAMBO_11_2013_SOP1_Q03,SOP1,Q03,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,479318,7666200,,,,,,,,,,
KNS_KONIAMBO_11_2013_SOP1_Q04,SOP1,Q04,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,479318,7666200,,,,,,,,,,
KNS_KONIAMBO_11_2013_SOP1_Q05,SOP1,Q05,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Koné,Oui,,479318,7666200,,,,,,,,,,
KNS_KONIAMBO_11_2013_SOP2_Q01,SOP2,Q01,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,459149,7684510,,,,,,,,,,
KNS_KONIAMBO_11_2013_SOP2_Q02,SOP2,Q02,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,459149,7684510,,,,,,,,,,
KNS_KONIAMBO_11_2013_SOP2_Q03,SOP2,Q03,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,459149,7684510,,,,,,,,,,
KNS_KONIAMBO_11_2013_SOP2_Q04,SOP2,Q04,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,459149,7684510,,,,,,,,,,
KNS_KONIAMBO_11_2013_SOP2_Q05,SOP2,Q05,KONIAMBO,KNS,Récif frangeant,RF,Impact,Ouest,Voh,Oui,,459149,7684510,,,,,,,,,,
KNS_KONIAMBO_11_2008_KO4_T01,KO4,T01,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Koné,Non,,470987,7664450,,,,,,,,,,
KNS_KONIAMBO_11_2008_KO4_T03,KO4,T02,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Koné,Non,,470987,7664450,,,,,,,,,,
KNS_KONIAMBO_11_2008_KO4_T05,KO4,T03,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Koné,Non,,470987,7664450,,,,,,,,,,
KNS_KONIAMBO_05_2008_OBRK5A_T01,OBRK5A,T01,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Non,,469537,7662513,,,,,,,,,,
KNS_KONIAMBO_05_2008_OBRK5A_T03,OBRK5A,T02,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Non,,469537,7662513,,,,,,,,,,
KNS_KONIAMBO_05_2008_OBRK5A_T05,OBRK5A,T03,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Non,,469537,7662513,,,,,,,,,,
KNS_KONIAMBO_05_2009_OF9_T01,OF9,T01,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,445999,7675994,,,,,,,,,,
KNS_KONIAMBO_05_2009_OF9_T03,OF9,T02,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,445999,7675994,,,,,,,,,,
KNS_KONIAMBO_05_2009_OF9_T05,OF9,T03,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Voh,Non,,445999,7675994,,,,,,,,,,
KNS_KONIAMBO_11_2014_CLC2_T01,CLC2,T01,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Oui,,466328,7668927,,,,,,,,,,
KNS_KONIAMBO_11_2014_CLC2_T03,CLC2,T03,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Oui,,466328,7668927,,,,,,,,,,
KNS_KONIAMBO_11_2014_CLC2_T05,CLC2,T05,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Oui,,466328,7668927,,,,,,,,,,
KNS_KONIAMBO_11_2014_CLC2_T07,CLC2,T07,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Oui,,466328,7668927,,,,,,,,,,
KNS_KONIAMBO_11_2014_CLC2_T09,CLC2,T09,KONIAMBO,KNS,Récif barrière externe,RBE,Impact,Ouest,Koné,Oui,,466328,7668927,,,,,,,,,,
KNS_KONIAMBO_11_2014_FR1_T01,FR1,T01,KONIAMBO,KNS,Récif frangeant,RF,Référence,Ouest,Goyeta,Oui,,483501,7654895,,,,,,,,,,
KNS_KONIAMBO_11_2014_FR1_T03,FR1,T03,KONIAMBO,KNS,Récif frangeant,RF,Référence,Ouest,Goyeta,Oui,,483501,7654895,,,,,,,,,,
KNS_KONIAMBO_11_2014_FR1_T05,FR1,T05,KONIAMBO,KNS,Récif frangeant,RF,Référence,Ouest,Goyeta,Oui,,483501,7654895,,,,,,,,,,
KNS_KONIAMBO_11_2014_FR1_T07,FR1,T07,KONIAMBO,KNS,Récif frangeant,RF,Référence,Ouest,Goyeta,Oui,,483501,7654895,,,,,,,,,,
KNS_KONIAMBO_11_2014_FR1_T09,FR1,T09,KONIAMBO,KNS,Récif frangeant,RF,Référence,Ouest,Goyeta,Oui,,483501,7654895,,,,,,,,,,
KNS_KONIAMBO_11_2014_FR2_T01,FR2,T01,KONIAMBO,KNS,Récif frangeant,RF,Référence,Ouest,Goyeta,Oui,,481117,7659642,,,,,,,,,,
KNS_KONIAMBO_11_2014_FR2_T03,FR2,T03,KONIAMBO,KNS,Récif frangeant,RF,Référence,Ouest,Goyeta,Oui,,481117,7659642,,,,,,,,,,
KNS_KONIAMBO_11_2014_FR2_T05,FR2,T05,KONIAMBO,KNS,Récif frangeant,RF,Référence,Ouest,Goyeta,Oui,,481117,7659642,,,,,,,,,,
KNS_KONIAMBO_11_2014_FR2_T07,FR2,T07,KONIAMBO,KNS,Récif frangeant,RF,Référence,Ouest,Goyeta,Oui,,481117,7659642,,,,,,,,,,
KNS_KONIAMBO_11_2014_FR2_T09,FR2,T09,KONIAMBO,KNS,Récif frangeant,RF,Référence,Ouest,Goyeta,Oui,,481117,7659642,,,,,,,,,,
KNS_KONIAMBO_11_2014_FR3_T01,FR3,T01,KONIAMBO,KNS,Récif frangeant,RF,Référence,Ouest,Goyeta,Oui,,481912,7655499,,,,,,,,,,
KNS_KONIAMBO_11_2014_FR3_T03,FR3,T03,KONIAMBO,KNS,Récif frangeant,RF,Référence,Ouest,Goyeta,Oui,,481912,7655499,,,,,,,,,,
KNS_KONIAMBO_11_2014_FR3_T05,FR3,T05,KONIAMBO,KNS,Récif frangeant,RF,Référence,Ouest,Goyeta,Oui,,481912,7655499,,,,,,,,,,
KNS_KONIAMBO_11_2014_FR3_T07,FR3,T07,KONIAMBO,KNS,Récif frangeant,RF,Référence,Ouest,Goyeta,Oui,,481912,7655499,,,,,,,,,,
KNS_KONIAMBO_11_2014_FR3_T09,FR3,T09,KONIAMBO,KNS,Récif frangeant,RF,Référence,Ouest,Goyeta,Oui,,481912,7655499,,,,,,,,,,
KNS_KONIAMBO_11_2014_IBR1_T01,IBR1,T01,KONIAMBO,KNS,Récif barrière interne,RBI,Référence,Ouest,Goyeta,Oui,,479269,7645439,,,,,,,,,,
KNS_KONIAMBO_11_2014_IBR1_T03,IBR1,T03,KONIAMBO,KNS,Récif barrière interne,RBI,Référence,Ouest,Goyeta,Oui,,479269,7645439,,,,,,,,,,
KNS_KONIAMBO_11_2014_IBR1_T05,IBR1,T05,KONIAMBO,KNS,Récif barrière interne,RBI,Référence,Ouest,Goyeta,Oui,,479269,7645439,,,,,,,,,,
KNS_KONIAMBO_11_2014_IBR1_T07,IBR1,T07,KONIAMBO,KNS,Récif barrière interne,RBI,Référence,Ouest,Goyeta,Oui,,479269,7645439,,,,,,,,,,
KNS_KONIAMBO_11_2014_IBR1_T09,IBR1,T09,KONIAMBO,KNS,Récif barrière interne,RBI,Référence,Ouest,Goyeta,Oui,,479269,7645439,,,,,,,,,,
KNS_KONIAMBO_11_2014_IBR2_T01,IBR2,T01,KONIAMBO,KNS,Récif barrière interne,RBI,Référence,Ouest,Goyeta,Oui,,477852,7647377,,,,,,,,,,
KNS_KONIAMBO_11_2014_IBR2_T03,IBR2,T03,KONIAMBO,KNS,Récif barrière interne,RBI,Référence,Ouest,Goyeta,Oui,,477852,7647377,,,,,,,,,,
KNS_KONIAMBO_11_2014_IBR2_T05,IBR2,T05,KONIAMBO,KNS,Récif barrière interne,RBI,Référence,Ouest,Goyeta,Oui,,477852,7647377,,,,,,,,,,
KNS_KONIAMBO_11_2014_IBR2_T07,IBR2,T07,KONIAMBO,KNS,Récif barrière interne,RBI,Référence,Ouest,Goyeta,Oui,,477852,7647377,,,,,,,,,,
KNS_KONIAMBO_11_2014_IBR2_T09,IBR2,T09,KONIAMBO,KNS,Récif barrière interne,RBI,Référence,Ouest,Goyeta,Oui,,477852,7647377,,,,,,,,,,
KNS_KONIAMBO_11_2014_IBR3_T01,IBR3,T01,KONIAMBO,KNS,Récif barrière interne,RBI,Référence,Ouest,Goyeta,Oui,,477141,7650890,,,,,,,,,,
KNS_KONIAMBO_11_2014_IBR3_T03,IBR3,T03,KONIAMBO,KNS,Récif barrière interne,RBI,Référence,Ouest,Goyeta,Oui,,477141,7650890,,,,,,,,,,
KNS_KONIAMBO_11_2014_IBR3_T05,IBR3,T05,KONIAMBO,KNS,Récif barrière interne,RBI,Référence,Ouest,Goyeta,Oui,,477141,7650890,,,,,,,,,,
KNS_KONIAMBO_11_2014_IBR3_T07,IBR3,T07,KONIAMBO,KNS,Récif barrière interne,RBI,Référence,Ouest,Goyeta,Oui,,477141,7650890,,,,,,,,,,
KNS_KONIAMBO_11_2014_IBR3_T09,IBR3,T09,KONIAMBO,KNS,Récif barrière interne,RBI,Référence,Ouest,Goyeta,Oui,,477141,7650890,,,,,,,,,,
KNS_KONIAMBO_11_2014_IRD01_T01,IRD01,T01,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,461032,7678989,,,,,,,,,,
KNS_KONIAMBO_11_2014_IRD01_T03,IRD01,T03,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,461032,7678989,,,,,,,,,,
KNS_KONIAMBO_11_2014_IRD01_T05,IRD01,T05,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,461032,7678989,,,,,,,,,,
KNS_KONIAMBO_11_2014_IRD01_T07,IRD01,T07,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,461032,7678989,,,,,,,,,,
KNS_KONIAMBO_11_2014_IRD01_T09,IRD01,T09,KONIAMBO,KNS,Récif réticulé,RR,Impact,Ouest,Voh,Oui,,461032,7678989,,,,,,,,,,
KNS_KONIAMBO_11_2014_IRD06_T01,IRD06,T01,KONIAMBO,KNS,Récif barrière interne,RBI,Impact,Ouest,Voh,Oui,,457939,7677928,,,,,,,,,,
KNS_KONIAMBO_11_2014_IRD06_T03,IRD06,T03,KONIAMBO,KNS,Récif barrière interne,RBI,Impact,Ouest,Voh,Oui,,457939,7677928,,,,,,,,,,
KNS_KONIAMBO_11_2014_IRD06_T05,IRD06,T05,KONIAMBO,KNS,Récif barrière interne,RBI,Impact,Ouest,Voh,Oui,,457939,7677928,,,,,,,,,,
KNS_KONIAMBO_11_2014_IRD06_T07,IRD06,T07,KONIAMBO,KNS,Récif barrière interne,RBI,Impact,Ouest,Voh,Oui,,457939,7677928,,,,,,,,,,
KNS_KONIAMBO_11_2014_IRD06_T09,IRD06,T09,KONIAMBO,KNS,Récif barrière interne,RBI,Impact,Ouest,Voh,Oui,,457939,7677928,,,,,,,,,,
KNS_KONIAMBO_11_2014_IRD12_T01,IRD12,T01,KONIAMBO,KNS,Récif barrière interne,RBI,Impact,Ouest,Voh,Oui,,460428,7674448,,,,,,,,,,
KNS_KONIAMBO_11_2014_IRD12_T03,IRD12,T03,KONIAMBO,KNS,Récif barrière interne,RBI,Impact,Ouest,Voh,Oui,,460428,7674448,,,,,,,,,,
